"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"697";"~hamlet :";"Z analizy historycznej wiem, øe Rewolucje sπ ""Najwspanialszym"" sposobem na poprawÍ bytu ludnoúci.";"30†lip†07:56";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"698";"~oko. :";"Kasy chorych by≥y dobre tylko zrobiÊ korekty -karta czipowa na niej kasa pacjenta i pacjent decyduje na co przeznaczy - zÍby , operacje i zabiegi ,cycki na plecach -onkologia dotacje z ministerstwa,lekarze dyøury system zmianowy 8 godzin,dyrektor nie moøe byÊ lekarzem,o b≥Ídach lekarskich nie powinien orzekaÊ lekarz -kolega.";"30†lip†07:55";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"699";"~Leon :";"Pani Szyd≥o nie wie co mÛwi. Zabierze emerytom i da na s≥uøbÍ zdrowia. Komuna juø blisko";"30†lip†07:55";"Liczba g≥osÛw:5";"80%";"20%";NA;"80%";"#mark"
"700";"Marek Lipski";"Ty istniejesz , chyba, tylko PO to , by pisaÊ same bzdury i obraøaÊ innych jak NIESIO£ . Tobie wykszta≥cenie niczego nie da≥o , nie wnios≥o , dalej , jak widaÊ s≥oma z butÛw wystaje . BOLES£AW PRUS mawia≥ : "" £otr bÍdzie ≥otrem , choÊby skoÒczy≥ dwa fakultety "". I PO co siÍ uczy≥eú , mπdroúci nie naby≥eú , zmarnowa≥eú tylko czas .";"30†lip†07:55";"Liczba g≥osÛw:3";"0%";"100%";"~Lunatic.:";"100%";"#mark"
"701";"~Ina :";"Kobieto, bredzisz. A ja chcÍ byÊ piÍkna, m≥oda i bogata.";"30†lip†07:55";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"702";"~Obywatel. :";"Brawo. Bardzo trafna diagnoza. Pe≥ny szacunek dla PiS. Tak jest wszÍdzie. Jak chcesz cokolwiek za≥atwiÊ odbijasz siÍ od úciany. Obywatel w Polsce to cyferki i ürÛd≥o dochodu, a nie czujπcy cz≥owiek. Trzeba wreszcie to zmieniÊ.";"30†lip†07:54";"Liczba g≥osÛw:7";"14%";"85%";NA;"85%";"#mark"
"703";"~realista";"Jestes genialny!Niech pracuja tylko na etatach,bez dzialalnosci.A wtedy do specjalisty bedziesz czekac rok a nie 3 miesiace.A wiesz dlaczego?Bo teraz poradnie specjalistyczne sa obsadzone glownie przez lekarzy na kontraktach.,ktorzy tak dorabiaja do etatu.Jak ich zabraknie to co wtedy.geniuszu? Tak to jest,jak zabieraja glos ignoranci";"30†lip†07:53";"Liczba g≥osÛw:13";"53%";"46%";"~chorykraj:";"53%";"#mark"
"704";"~meg :";"”dmÛødøone stra-Szyd≥o robi z siebie - tania populistka k≥amie wmawiajπc, øe lekarze to.. ksiÍgowi! Udaje øe nie widzi faktu, iø sπ to dzisiaj najlepiej zarabiajπcy Polacy; podobnie rzecz ma siÍ z pielÍgniarkami (dobrze zarabiajπ, a kontraktowe maja przychody ponad 5 tys.pln!). PiS = brednie, k≥amstwa i obiecanki-cacanki!";"30†lip†07:53";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"705";"~anty-PiS";"Bo to katolicka wiara kaøe tym pos≥usznym baranowmi owieczkom wierzyÊ w te ePiSkopatyczne brednie.";"30†lip†07:52";"Liczba g≥osÛw:2";"100%";"0%";"slonxyz:";"100%";"#mark"
"706";"~nie ma na kogo g≥osowaÊ :";""" ...S≥uøba zdrowia musi odejúÊ od zasady, ... øe to jest dziedzina, w ktÛrej przede wszystkim liczy siÍ zysk. Pacjenci sπ traktowani jako cyfry w bilansie, a lekarze stali siÍ ksiÍgowymi ... "" Z tym siÍ zgadzam, ale nie z zasadπ "" ... jeúli Prawo i SprawiedliwoúÊ wygra jesienne wybory parlamentarne. Jednym z pomys≥Ûw na naprawÍ sytuacji ma byÊ likwidacja NFZ...."". Co w zamian? Jak bÍdzie funkcjonowaÊ s≥uøba zdrowia po likwidacji NFZ? Waøne tylko wygranie wyborÛw i w≥adza za wszelkπ cenÍ? To znowu oszukiwanie wyborcÛw mglistymi obietnicami.";"30†lip†07:51";"Liczba g≥osÛw:197";"78%";"21%";NA;"78%";"#mark"
"707";"~rzemieúlnik";"Poproú proboszcza o rachunek czy paragon....... Tu jest ""pies pogrzebany"". I od tego wszelkie reformy jeøeli idzie o porzπdek trzeba zaczπÊ. Prawo powinno byÊ jednakowe dla wszystkich. W kaødej dziedzinie.";"30†lip†07:51";"Liczba g≥osÛw:20";"90%";"10%";"~oww:";"90%";"#mark"
"708";"~TU... . :";"Od dawna twierdzÍ øe pIS to najbardziej komunistyczna partia w historii Polski. Pzpr to pikuú w stosunku do pIS. Likwidacja NFZ zgoda ale mÛwienie øe us≥ugi medyczne nie powinny byÊ dochodowe to pomy≥ka !! Jeúli ta pani twierdzi øe s≥uøba zdrowia to nie przemys≥ to ja proponujÍ sprawdzic jak to funkcjonuje w Niemczech gdzie by≥em pacjentem w szpitalu niemieckim. Tam nikt nie robi problemu, sπ tam kasy chorych ktÛre úwietnie funkcjonujπ i jest to W£AåNIE JAK GA£•è PRZEMYS£U. Jest dochÛd z us≥ug medycznych, sπ szpitale , przychodnie gdzie pacjent jest klientem a nie balastem w dniu pracy lekarza czy pielÍgniarki. PrzypomnÍ pielÍgniarkom øe w Niemczech funkcja pielÍgniarki zbliøona jest do funkcji polskiej salowej. PielÍgniarka nie wykonuje tych czynnoúci jak w Polsce, pielÍgniarka ma pielÍgnowaÊ pacjenta a nie wykonywaÊ zadania przypisane lekarzom. Tam pielÍgniarka nawet zastrzyka nie wykonuje nie wspomnÍ o pod≥πczeniu kroplÛwki. Aby tak by≥o w Polsce OPIEKA ZDROWOTNA MUSI BY∆ DOCHODOWA przy za≥oøeniu øe nie ma cwaniakÛw, porozumieÒ jasnogÛrskich i takich tam.";"30†lip†07:50";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"709";"~anty-PiS";"Z pewnoúcia nie ePiSkopat";"30†lip†07:50";"Liczba g≥osÛw:2";"100%";"0%";"~kontra:";"100%";"#mark"
"710";"~pamiÍÊ :";"Na tym PiS moøe duøo zyskaÊ! Po co likwidowano to co by≥o za PRL-u? A likwidowa≥a formacja tej Pani.";"30†lip†07:50";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"711";"~kuc :";"PÍdzikiem StraSzyd≥o powinno utworzyÊ kasÍ chorych na umyúle";"30†lip†07:50";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"712";"~emigrant USA :";"Niestety nikomu nic siÍ nie naleøy i tutaj lekarze majπ racjÍ jak siÍ nie podoba lecz siÍ sam najlepiej dbaÊ o swoje zdrowie tak jak i samochÛd naprawa kosztuje w≥asnego zdrowia wiÍcej niø naprawa ferrari";"30†lip†07:49";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"713";"Witold ArtymiÒski :";"Bzdury plecie p.Szyd≥o bez øadnych konkretÛw. Znowu powo≥ajπ nowπ instytucje, na co wydadzπ krocie robiπcπ to samo co NFZ , poniewaø pieniÍdzmi trzeba zarzπdzaÊ. Niech p. Szyd≥o zajmie siÍ patologiami w S≥uøbie Zdrowia jak przeszacowane Us≥ugi i tym podobne.";"30†lip†07:49";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"714";"~gosik";"ola nie siej propagandy klamstwa i jeszcze raz klamstwa !!!";"30†lip†07:47";"Liczba g≥osÛw:3";"66%";"33%";"~Ola:";"66%";"#mark"
"715";"albtraum :";"Co zrobi≥ ma≥y nieudacznik gdy by≥ w korycie???";"30†lip†07:47";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"716";"~gosik";"ty nie pisz bzdur moja rodzina skladala sie z 2 plus cztery i ojciec zarobil na cala rodzine biedy nie bylo !!!";"30†lip†07:46";"Liczba g≥osÛw:14";"78%";"21%";"~Pierrnick:";"78%";"#mark"
"717";"~PowrÛt do medycyny naturalnej i woodoo :";"A co proponuje ten geniusz w funkcjonowaniu systemu zdrowia, likwidacjÍ zysku ? Jak nie ma to zysku, to co bÍdzie ? S T R A T A   ! ! !  Ginekolog zamiast najnowszej aparatur bÍdzie mia≥ tylko swÛj palec ?";"30†lip†07:46";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"718";"~adam :";"Powtarza siÍ wyborcza propaganda . Przecieø Pani ""kandydatka "" powtarza≥a stare wyborcze slogany . Faktycznie doda≥a do nich s≥owo wstÍpne , w postaci krytyki poczynaÒ obecnego premiera i Jej partii. Ale nie od powiedzia≥a co zamierza zrobiÊ po likwidacji NFZ , tylko odes≥a≥a nas do jakichú programÛw w programie PiS !!! Takimi ogÛlnikami szafujπ ' wybraÒcy "" na bieøπco w mediach , dodatkowo ubolewajπ ze naprawa jest konieczna ! Ciekawe ze najpierw niby modernizujπ a nastÍpnie chcπ to naprawiaÊ - wszystko na nasz koszt !!!";"30†lip†07:46";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"719";"~Niedosz≥y emeryt :";"A co w zamian PIS-owsko - koúcielne fundacje. Jeøeli nie moøna przejπÊ w≥adzy w NFZ przez PIS to opcja zerowa pozwoli na usadowienie wiernych na nowych sto≥kach do sprzπtaczki w≥πcznie. Pozdrawiam";"30†lip†07:45";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"720";"slonxyz :";"wiara w mπdroúÊ pisu powoduje, øe z wielkim entuzjazmem akceptuje wszystko co wymyúlπ!! dali dowÛd swej mπdroúci dzielπc najbardziej spÛjne narodowo paÒstwo w europie - na dwa wrogie obozy! miedzy innymi dlatedo w ciemno kupuje wszystkie pomys≥y jarka i antosia!! ISPIS NIECH ØYJE!!";"30†lip†07:44";"Liczba g≥osÛw:5";"80%";"20%";NA;"80%";"#mark"
"721";"~kontra :";"A kto za te rewolucje zaplaci?";"30†lip†07:44";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"722";"~Geo :";"Indolencja PiSu w sprawach dotyczπcych ekonomiki paÒstwa jest poraøajπca. Nie da siÍ pominπÊ sprawy rentownoúci kaødej dziedziny gospodarki, bo nie da siÍ zignorowaÊ praw ekonomicznych co juø doúwiadczy≥ Komunizm g≥oszπc tzw gospodarkÍ socjalistcznπ. Prawa ekonomii sπ uniwersalne a ich ignorowanie to droga do katastrofy i tak jest z socjalistcznπ doktrynπ Kaczyzmu. Nie rozumiem dlaczego uwaøa siÍ PiS za partiÍ prawicowπ, wszak to twÛr czysto socjalistyczny coú na wzÛr Narodowego Socjalizmu.";"30†lip†07:44";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"723";"~iks :";"w zamian NFZ wprowadzi pis inny twÛr pod innπ nazwπ np towarzystwo niezdrowych katolikow,,,w ktorym bÍdzie zapi øe urzÍdnicy koúcielni sa leczeni za darmo ....oj,wyjdzie szydlo z worka";"30†lip†07:43";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"724";"~Henryk D :";"PIS w razie wygranych wyborÛw zafunduje Polakom paÒstwo w ktÛrym Ksiπdz Pedofil lub homoseksualista bÍdzie decydowa≥ jak øyÊ !!!";"30†lip†07:43";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"725";"~pacjent :";"dopoki ministrem zdroia bedzie lekarz to dobrze eie tylko lekarzom. nikt o cjencie nie mysli. szpitale nie odpowiadaja za nadmierna ilosc zgonow, bo jest to na reke budzetoi, itd. a jak masz 60 lat to nie licz na zadne leczenie, w kazdej przychodni traktuja cie jak intruza i dziwia sie ze jeszcze chcesz byc zdrowy.";"30†lip†07:42";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"726";"~JanL";"Aby mÛc leczyÊ trzeba mieÊ ZA co - poprawiam.";"30†lip†07:42";"Liczba g≥osÛw:0";"0%";"0%";"~JanL:";NA;NA
"727";"~Rura";"Jest ! Jest kolorowo od wszechobecnego plastiku i reklam !";"30†lip†07:42";"Liczba g≥osÛw:6";"83%";"16%";"~Polak:";"83%";"#mark"
"728";"~Wojtek :";"Reforma: Oddamy szpitale w zarzπd koúcio≥owi, sami wiecie jakiemu. BÍdziemy siÍ modliÊ o zdrowie. ZaoszczÍdzone pieniπdze przeznaczy siÍ na budowÍ jakichú kolejnych sanktuariÛw. ZwiÍkszy siÍ nabÛr do seminariÛw. Odp≥yw lekarzy zagranicÍ nie bÍdzie mia≥ znaczenia, a i kraj bÍdzie bardziej katolicki. No i syn Pani Premier in spe moøe nawet zostanie dyrektorem jakiegoú szpitala wojewÛdzkiego.";"30†lip†07:41";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"729";"~kokos :";"PiS wspÛlnie z Episkopatem naprawi s≥uøbÍ zdrowia. Leczenie bÍdzie polega≥o na spotkaniach ze znanym uzdrowicielem z Ugandy. Wszyscy bÍdπ zdrowi i szczÍúliwi. Zysk nie moøe byÊ najwaøniejszy. Te skromne 50 z≥ za udzia≥ w przedstawieniu to tylko pokrycie kosztÛw i kaødego na to staÊ.";"30†lip†07:41";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"730";"~JanL :";"Aby mÛc leczyÊ trzeba mieÊ co. Jak Pani Szyd≥o to proponuje rozwiπzaÊ? Likwidacja NFZ? OK Tylko kto bÍdzie kontrolowa≥ poziom wydatkÛw? Ktoú musi. Czy ta likwidacja zwiÍkszy iloúÊ lekarzy specjalistÛw??? Zmniejszy kolejki? SkrÛci czas dostÍpu do leczenia? Obniøy ceny lekÛw? Jeúli nie to na czym ma polegaÊ ta poprawa?";"30†lip†07:41";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"731";"~Ostrrzega≥em :";"Notujcie dok≥adnie co Wam ci ""kaczyúci"" obiecujπ ! Zapomnicie bowiem z czego trzeba bedzi ich roizliczac ! W ich obiecankach brakuje jeszcze jednej obietnicy; øe ulice noszace nazwy polskich uczonych i ludzi kultury zostana przemainowane na ulice swietych , a ""cywilne pomniki"" zamienione na pomniki swietych !";"30†lip†07:40";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"732";"~erbed55 :";"ProszÍ, likwidujmy, ale co w zamian, pani Beatko???? System musi jakoú dzia≥aÊ!!!! WiÍc jak???? Wa≥Ísa teø chcia≥ wyburzyÊ Pa≥ac Kultury, dziú ta by≥oby ... kartoflisko lub hipermarket!!! WiÍc co w zamian???";"30†lip†07:40";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"733";"~Obywatel PL :";"No to teraz bÍdzie naciπganie paÒstwa przez szpitale po pÛ≥ roku zabraknie kasy.";"30†lip†07:39";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"734";"~viva :";"ale co dalej zrobiπ ,tego pani Szydelkowa juø nie powiedziala....";"30†lip†07:39";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"735";"~jozo :";"Najwyszy czas na likwidacje NFZ a powo≥aÊ Kasy CHorych jk o mia≥o miejsce przed powo≥aniem funduszy,armia urzÍdasÛw";"30†lip†07:39";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"736";"~muszymir. :";"PO mÛwi o racjonalizowaniu kosztÛw nie zysku. PiS chce zmieniÊ NFZ na SKOKI. Finansowanie zdrowia naleøy skomputeryzowaÊ aby wiedzieÊ gdzie lπduje kazda nasza z≥otÛwka. Przed tym broniπ siÍ niuki i wyzyskiwacze nazywani czasem doktorami.";"30†lip†07:39";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"737";"~Ady :";"Hosera na ministra zdrowia. Sprowadzi szamana z Afryki, po 50 z≥ skasuje. Wszyscy zdrowi i jeszcze mu ktÛrysik milijon w komerzce zostanie, a Szyd≥owπ , za reformÍ na úwiÍtπ siÍ zg≥osi, za wstawiennictwem.";"30†lip†07:38";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"738";"~dada :";"jak to likwidacja NFZ ? to kto te kase bedzie zgarnial !? NFZ to conajmniej kilkatysiecy rzedasow , top nierealne, jesli PiS chce wygrac wybory niech zejdzie na ziemie i przestanie opowiadac farmazony !";"30†lip†07:37";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"739";"~rolnik sam w dolinie";"Sk≥adki malejπ ale i zakres odpowiedzialnoúci spada";"30†lip†07:35";"Liczba g≥osÛw:0";"0%";"0%";"~LL:";NA;NA
"740";"~inny :";"SprywatyzowaÊ s≥uøbÍ zdrowia i zostawiÊ ludziom sk≥adki zdrowotne w ich rÍkach. Wszyscy sami o siebie zadbajπ... lub nie.";"30†lip†07:35";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"741";"~Lunatic. :";"_________HEJ PISOFASZYåCI, MAM JEDNO ZASADNICZE PYTANIE: DO CZEGO POTRZEBNA WAM S£UØBA ZDROWIA,LEKARZE, LEKARSTWA..., SKORO KATABASY WMAWIAJ•, ØE ZA DROBNE DATKI MOØNA SOBIE WYPROSI∆ WSZELKIE £ASKI U BOZI ?";"30†lip†07:34";"Liczba g≥osÛw:10";"80%";"20%";NA;"80%";"#mark"
"742";"~Lecznicza lewatywa";"Tak, tak, uzdrawianie chorych aparatem gÍbowym, rÍkami i kumpelkami b≥otnymi, a NFZ nawet w aptece nie ma?";"30†lip†07:33";"Liczba g≥osÛw:2";"50%";"50%";"~DP:";"50%";"#mark"
"743";"~chorykraj :";"Kaødy lekarz jak ma etat w w PaÒstwowej s≥uøbie zdrowia, to nie powinien mieÊ prawa do prywatnej dzia≥alnoúci. Teraz ZUS p≥aci za niego szpital, a on juø z dzia≥alnoúci nie musi. W szpitalu zarabia jedynie 20 tys. z dyøurami i 40 tys z prywatnego gabinetu od ktÛrego p≥aci jakiú úmieszny rycza≥cik lub tak rozlicza swojπ firmÍ, øe samochody telefony, rÛøne wakacje, øarcie itd sπ kosztem tej jego dzia≥alnoúci. Czyli - wszystko w koszty, symboliczny podatek, ZUS zap≥acony ze szpitala -s≥owem bajka. NIKT z tego etycznie zgni≥ego úrodowiska nie chce zmiany. No, moøe jedynie wprowadzenia do kryminogennego kodeksu etyki lekarskiej, zapisu o klauzuli wiary. Tak dla øartu.";"30†lip†07:33";"Liczba g≥osÛw:211";"81%";"18%";NA;"81%";"#mark"
"744";"~uli :";"Przecieø ona nie zna siÍ na ekonomii, powtarza slogany, ktÛre jej kaza≥ mÛwiÊ prezes.";"30†lip†07:32";"Liczba g≥osÛw:7";"42%";"57%";NA;"57%";"#mark"
"745";"~hala :";"zlikwidowac nfz i co w to miejsce, kto bedzie zawieral umowy kontrakty, kto bedzie dzielil kase, minister?, kolejny trafny pomysl pis, oby tak dalej a zrobia druge grecje, jeszcze nie wygrali a juz rozdaja";"30†lip†07:32";"Liczba g≥osÛw:7";"57%";"42%";NA;"57%";"#mark"
"746";"~sns :";"Czego to siÍ nie obieca by wyborcy zaglosowali..... Kolejny eksperyment na w≥asnym kraju :-/";"30†lip†07:31";"Liczba g≥osÛw:8";"50%";"50%";NA;"50%";"#mark"
"747";"~Ady :";"WytwÛrniÍ nowych pieczπtek otworzy syn Szyd≥o, w parafii do ktÛrej Go, umiarkowany w jedzeniu i piciu Dziwisz skieruje.";"30†lip†07:29";"Liczba g≥osÛw:8";"62%";"37%";NA;"62%";"#mark"
"748";"~jou";"A co to znaczy bajoÒskie wg.Ciebie? 20 tysi to nie jest ""bajoÒskie""? Masz racjÍ epoka ""ma≥o zarabiajπcych"" lekarzy juø minÍ≥a - teraz rozpoczyna sie epoka ""lekarzy dobrze uposaøonych i koniecznie wypoczÍtych""";"30†lip†07:29";"Liczba g≥osÛw:2";"100%";"0%";"~lek.:";"100%";"#mark"
"749";"~eusachy :";"MyúlÍ, øe rozwiπzaniem by≥oby danie pieniÍdzy chorym (na przyk≥ad w formie karty p≥atniczej) wtedy pieniπdze sz≥y by: paÒstwo-pacjent- w≥aúciciel przychodni) zamiast: paÒstwo w≥aúciciel-przychodni- lekarz- pacjent. To powinno rozwiπzaÊ problem finansowania badaÒ, bo przychodnie na nie nie kierujπce straci≥yby dochody.";"30†lip†07:29";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"750";"~jejej :";"Ta co wysz≥a z worka zachowuje siÍ tak jakby spÍdzi≥a tam wiÍkszoúÊ øycia. Jak do tej pory same nierealne, a wrÍcz chore pomys≥y, ktÛre polskπ gospodarkÍ roz≥oøπ w ciπgu 3 miesiÍcy. Teraz kiedy wychodzimy powoli na prostπ po kryzysie, klÍskach i wielu wyrzeczeniach ludzi przyjdzie kolejna nieodpowiedzialna grupa i to wszystko co juø naprawdÍ dobrze dzia≥a rozwali.";"30†lip†07:29";"Liczba g≥osÛw:9";"55%";"44%";NA;"55%";"#mark"
"751";"~ann";"Dlatego ,øe wczeúniej wszystko by≥o darmo. Tak na prawdÍ prywatny biznes jako tako rozwinπ≥ siÍ niedawno. Medycyna to teø teø biznes a tak czÍsto przytaczana przysiÍga lekarska mÛwi miÍdzy innymi o zap≥acie za us≥ugÍ. Te sk≥adki ,ktÛre p≥acimy sπ tak na prawdÍ nic nie warte.";"30†lip†07:29";"Liczba g≥osÛw:9";"77%";"22%";"~mikeza:";"77%";"#mark"
"752";"~LL :";"ZrobiÊ tak jak weterynarze. SprywatyzowaÊ. Nie ma kolejek. Wszystko robiπ na miejscu i bez administracji. Jak mam ochotÍ to siÍ ubezpieczam i wtedy za nic nie p≥acÍ. A jak nie to p≥acÍ. Moje pieniadze moje ryzyko. Zobaczcie co siÍ sta≥o z ubezpieczeniami samochodÛw. Sprywatyzowane i sk≥adki raczej malejπ. Odwagi.";"30†lip†07:27";"Liczba g≥osÛw:7";"42%";"57%";NA;"57%";"#mark"
"753";"~Nic+ nic = 2xnic= 00 ? :";"Pani Szyd≥o poza likwidacja NFZ powinna zaproponowaÊ wzmocnienie personelu medycznego szamanami z Afryki i Rosji i darmowe wysoko oprocentowane konta dla lekarzy, bo wtedy wzroúnie im gwa≥townie bizantyjskie bogactwo? Idzie w dobrym kierunku myúlenia. Za komuny nie by≥o NFZ a wzorcowo dla úwiata ros≥a d≥ugoúÊ øycia na Kaukazie do nierzadko 120 i la ti wiÍcej l? Tak by≥o piÍknie?";"30†lip†07:27";"Liczba g≥osÛw:7";"57%";"42%";NA;"57%";"#mark"
"754";"~Czerwony Troll";"Taaaak dla partyjniakow wtedy jak i teraz bylo wszystko";"30†lip†07:26";"Liczba g≥osÛw:11";"54%";"45%";"~Polak:";"54%";"#mark"
"755";"~Pierrnick";"""Pracujπcy ojciec mÛg≥ sam utrzymaÊ czteroosobowa rodzine"" - co za brednie. Chyba ze pracujπcy w MSW albo MON. Rozumiem ze te wszystkie szwaczki £odzi i zapieprzaly w tych koszmarnych warunkach dla przyjemnoúci .";"30†lip†07:25";"Liczba g≥osÛw:20";"45%";"55%";"~wielkopolanin:";"55%";"#mark"
"756";"~Ewa :";"Nic nie ma za darmo: mi≥oúciπ nie zap≥acisz za chleb dla rodziny, mi≥oúciπ nie zap≥acisz za lekarstwa, nie zap≥acisz mi≥oúciπ za wizytÍ u lekarza - wszÍdzie sπ potrzebne pieniπdze. Czy jest coú za darmo na úwiecie. Fundacje ktÛre pomagajπ teø muszπ najpierw zebraÊ pieniπdze od darczyÒcÛw øeby nastÍpnie przekazaÊ potrzebujπcym.Nic nie jest doskona≥e moøna wiele poprawiÊ . Potrzebna jest reforma i wiele innych zmian. Uwaøam to co napisa≥.~Radca ma duøy sens kopia:: Jeúli Kasa Chorych (NFZ) kontraktuje szpital, to jest KONFLIKT INTERES”W. Wtedy NA åWIECIE wchodzi PROKURATOR, bo to zmowa ubezpieczyciela ze szpitalem przeciw pacjentowi i lekarzowi! Rzecznik Praw OBYWATELSKICH i Izby Lekarskie powinny wystπpiÊ przeciwko takim praktykom monopolistycznym. Kasa CHORYCH powinna podpisywaÊ KONTRAKT tylko z CHORYM! A chory juø wie do jakiego lekarza albo szpitala pÛjdzie ze swoimi pieniÍdzmi. Czy wiÍc tzw kontrakty z NFZ to rodzaj karygodnej ZMOWY ze szpitalami PRZECIWKO PACJENTOM i LEKARZOM? W tym kraju wg ustawy regulujπcej prawo ubezpieczeniowe jedynym dowodem ubezpieczenia jest podpisana POLISA. Czy ktoú kiedyú widzia≥ polisÍ z ZUS za swoje 3000 z≥ sk≥adki zdrowotnej rocznie? W umowie na wypisywanie recept refundowanych z NFZ jest zapis, øe pacjent ma byÊ Ñubezpieczonyî. Druk RMUA i Legitymacja ZUS to nie jest dowÛd ubezpieczenia, tylko niewiadomo czego. Jak policjant kontroluje kierowcÍ to prosi o polisÍ OC, a nie o legitymacjÍ PZU! A po 23% oVATowaniu us≥ug medycznych, ktÛre bezpoúrednio nie ratujπ øycia nie by≥o øadnych protestÛw? Przecieø szpitale odprowadzajπc VAT dosta≥y mniej za swoje us≥ugi";"30†lip†07:25";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"757";"leonlewicowiec :";"A nie mÛwi≥em? Grecja coraz bliøej...";"30†lip†07:25";"Liczba g≥osÛw:9";"44%";"55%";NA;"55%";"#mark"
"758";"~JaN :";"Szyd≥o k≥amie. NFZ zosta≥o powo≥ane za rzπdÛw AWS czyli Buzka i pupila jej prezesia, niejakiego MaÒka Krzaklewskiego. Te te tÍgie mÛzgi AWSu wprowadzili reformÍ s≥uøby zdrowia i reformÍ systemu emerytalnego. Szyd≥o k≥amie!!!!!";"30†lip†07:24";"Liczba g≥osÛw:8";"62%";"37%";NA;"62%";"#mark"
"759";"~UTREDWA :";"UWAØAM ØE POWINNO JUØ DAWNO NAST•PI∆, PONIEWAØ TO NFZ -ODPOWIADA ZA TOTALNY BA£AGAN I TAM POØERANE S• PIENI•DZE ZE SK£ADEK -POMYS£ PIS BARDZ DOBRY.";"30†lip†07:24";"Liczba g≥osÛw:6";"66%";"33%";NA;"66%";"#mark"
"760";"~d777 :";"Wstyd,ale az chce sie powiedziec ,,komuno wroc,,kiedy patrzymy na indolencje nowych ludzi u wladzy";"30†lip†07:23";"Liczba g≥osÛw:7";"85%";"14%";NA;"85%";"#mark"
"761";"~Zwzaw";"Tak !!! Ja øπdam po≥πczenia szpitali: Jana Paw≥a II w Zamoúciu  ze szpitalem w Che≥mie !!!";"30†lip†07:23";"Liczba g≥osÛw:1";"100%";"0%";"~lekmed:";"100%";"#mark"
"762";"~Kryslc :";"Moøemy zmieniÊ NFZ i zrobiÊ dpd chÛw gho onz krs i tysiπce innych skrÛtÛw tylko co to ma zmieniÊ, NFZ jest najtaÒszπ instytucjπ zarzπdzajπca publicznymi pieniÍdzmi a od mieszania w budøecie pieniÍdzy nie przybÍdzie, chyba dziecko wie øe bezp≥atna s≥uøba zdrowia dla wszystkich to mit";"30†lip†07:22";"Liczba g≥osÛw:5";"80%";"20%";NA;"80%";"#mark"
"763";"~...";"To nie chodzi o to øe masz mnie leczyÊ za darmo. Ja Ci chÍtnie zap≥acÍ. Tylko chcÍ zap≥aciÊ temu lekarzowi, ktÛrego wybiorÍ.Dok≥adnie tak jak z adwokatem i notariuszem. I prywatnie mogÍ tak zrobiÊ a na polisÍ ubezpieczeniowπ nie. I tylko w tym jest problem. Nie chcÍ, øeby NFZ kontraktowa≥ us≥ugi dla mnie z okreúlonymi placÛwkami. ChcÍ, øeby w ramach mojej polisy ubezpieczeniowej zap≥aci≥ za us≥ugÍ placÛwce, ktÛra jπ wykona≥a (z mojego wyboru).";"30†lip†07:22";"Liczba g≥osÛw:188";"94%";"5%";"~doktorek:";"94%";"#mark"
