"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"140";"~50tka";"Owszem,mieliúmy dziecko w wieku 22-23 lat.I mieszkaliúmy kπtem u rodzicÛw mÍøa.Ale finansowo nie by≥o nam løej,bo musieliúmy p≥aciÊ za siebie rachunki i mieliúmy osobne pÛ≥ki w lodÛwce. Moja teúciowa zawsze powtarza≥a,øe ona dzieciom pomagaÊ nie bÍdzie.I tak tez by≥o.Nikomu nie ""podrzucaliúmy cÛrki,bo teúciowa(jak juø pisa≥am) nie zamierza≥a bawiÊ dzieci a moja mama mia≥a jeszcze oprÛcz mnie dwÛjkÍ duøo m≥odszego rodzeÒstwa,mieszka≥a daleko ,wiÍc nie by≥o tak weso≥o,jak niektÛrzy mieli.Sami na wszystko zarobiliúmy i doszliúmy do tego co mamy dziú.A teraz jeszcze utrzymujemy cÛrkÍ z dwÛjkπ dzieci,ktÛra trafi≥a na alkoholika. Powiem szczerze:teraz,wychowujπc wnuczki widzÍ ,øe wiek 20 lat jest zdecydowanie zbyt wczesny na dziecko. Dopiero po 30-tce cz≥owiek jest w stanie coú dziecku przekazaÊ,wychowaÊ to dziecko rozsπdnie.A nawet te 40.lat jest wrÍcz idealne.teraz widzÍ,ile b≥ÍdÛw pope≥ni≥am jako matka.Nie pope≥niam ich juø jako babcia.Jestem bardziej stanowcza ale z øyczliwoúciπ.Mam wiÍcej cierpliwoúci øeby wyt≥umaczyÊ dlaczego tak czy inaczej naleø.y postÍpowaÊ. WidzÍ jedno:efekty.Moje wnuczki sπ chwalone za zachowanie i wychowanie i to mnie bardzo cieszy.";"29†sty†16:11";"Liczba g≥osÛw:8";"75%";"25%";"~a-net:";"75%";"#mark"
"141";"~45plus :";"Teraz czasy sa inne niø dawniej.Ja mia≥am 21 lat gdy urodzi≥am syna a 25 gdy urodzi≥am cÛrkÍ.To by≥a normalna kolej rzeczy.Teraz dzieci sa juø doros≥e a ja zyje pe≥niπ øycia.Nie wyobraøam sobie siebie z np.5 letnim dzieckiem przy boku.Teraz to juø bÍdÍ czekaÊ na wnuki:))";"29†sty†16:06";"Liczba g≥osÛw:8";"37%";"62%";NA;"62%";"#mark"
"142";"~AAA :";"KALISZ DO PLAYBOYA !!!";"29†sty†16:02";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"143";"~buhaha";"W≥aúnie tak wiekszoúÊ tych m≥odych robi, a potem: by≥o ciÍøko, bo oboje pracowaliúmy i wychowywaliúmy dzieci;) A babcia nakarmi≥a, za prπd zap≥aci≥a, ubranko tez czÍsto kupi≥a, opikunke wyrÍczy≥a, 3 godziny codziennie na podwÛrku z dzieckiem siedzia≥a itd.";"29†sty†16:00";"Liczba g≥osÛw:3";"100%";"0%";"~a-net:";"100%";"#mark"
"144";"~50tka :";"Ja w wieku 42 lat zosta≥am ...babciπ.I cieszy≥am siÍ z tego jak dziecko!";"29†sty†15:59";"Liczba g≥osÛw:11";"36%";"63%";NA;"63%";"#mark"
"145";"~ni dziad, ni baba";"Bez obrazy, ale babciπ i dziadkiem zajeødøa twoja mentalnoúÊ.. Ech.......";"29†sty†15:59";"Liczba g≥osÛw:2";"0%";"100%";"~przepraszam:";"100%";"#mark"
"146";"~TEKLA";"mia≥aú SzczÍúcie. Moja matka urodzi≥a mnie w wieku 39 a siostre w wieku 43 lat i to jest PORAØKa.W tym wieku Koleøanki matki zostawa≥y Babciami! a tzw pÛüne dzieci sπ czÍsto poúmiewiskiem i powodem do drwin ,,O Babcia na wywiadÛwkÍ przysz≥a """;"29†sty†15:56";"Liczba g≥osÛw:13";"23%";"76%";"~basia:";"76%";"#mark"
"147";"~Kaska";"Wiekszosc Polek w tym wieku wraca z powrotem wi pieluch bo im mlode dzieci podrzucaja wnuki aby sie praxcowac i sie wyszalec. Albo jeszcze gorzej, te dorosle dzieci mieszkaja u nich na garnuszku bo ich finansowo nie stac na samoedzielnosc. Wtedy te 40-latki nawet sobie spokojnie nie moga posiedziec w kiblu, nie mowiac juz o jakimkolowiek wolm=nym czasie. NO ale niestey w Polsce nie promuje sie posiadania dzieci w czasie kiedy jest sie na to finansowo i emocjonalnie gotowym. To musi byc w mlodym wieku a reszta to jakos bedzie.";"29†sty†15:55";"Liczba g≥osÛw:0";"0%";"0%";"~o:";"odpowiedzi: 1";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,154276976,czytaj.html"
"148";"~lopes :";"Kalisz ! Przez ciebie wiem,øe:""Nie wszystkie Ryúki to fajne ch≥opy"". a by≥o tak piÍknie.";"29†sty†15:49";"Liczba g≥osÛw:5";"60%";"40%";NA;"60%";"#mark"
"149";"~wiola";"wspania≥ym rodzicem moøe byÊ kazdy, nie jest to uzaleønione od wieku. moja koleøanka urodzi≥a majπc 20 lat i uwaøam, øe jest úwietnπ matkπ, natomiast moja mama urodzila mnie w wieku 40 lat i rÛwnieø jest wspania≥π matkπ.";"29†sty†15:45";"Liczba g≥osÛw:4";"100%";"0%";"~Ula:";"100%";"#mark"
"150";"~Emilka";"Nie przesadzaj,urosdzdzi≥am bÍdπc na II roku studiÛw,mπø na III. Jesteúmy nadal fajnπ rodzinπ,syn jest prawie pe≥noletni,úrednia powyøej 5 w jednym z najlepszych liceÛw w Polsce.My teø na poczπtku mieliúmy ciÍøko,teraz jesteúmy dobrze sytuaowani i nasz syn moøe rozwijaÊ swoje talenty.Do tego jest fajnym ,mπdrym i dpowiedzialnym dzieciakiem.Kaøda sytuacja jest inna,nie do≥uj kogoú.Bπdü mπdra,wesprzyj,poradü,bo masz doúwiadczenie.";"29†sty†15:41";"Liczba g≥osÛw:2";"50%";"50%";"~Giga56:";"50%";"#mark"
"151";"~...";"Adopcja, rodzina zastÍpcza, wioski dzieciÍce, adopcja miÍdzynarodowa, okna øycia . Jest tysiπce moøliwoúci. Kobieto skπd ten nos na kwintÍ...Sama mam 34 lata i nie mam jeszcze dziecka a jakπ droga zostanÍ mamπ, to jest najmniej istotne, w kwestii macierzyÒstwa. Pozdrawiam Ciebie serdecznie. Nie mama jak ty. ;)";"29†sty†15:37";"Liczba g≥osÛw:1";"100%";"0%";"~nie mama:";"100%";"#mark"
"152";"~mm";"Zgadzam sie z Toba, na pewno bedziesz wspaliala, dojrzala MAMA. Ja mialam pierwsze dziecko w wieku 22 lat. Corke urodzilam piec lat pozniej i bylo to inne macierzynstwo, spokojne, bez stresu, bez pospiechu, bez rygorow (wszystko na okreslina godzine, w pospiechu, zgodnie z ksiazka etc.). Oboje sa dzis doroslymi, wspanialymi, dobrze wyksztalconymi ludzmi i laczy nas pozs miloscia przyjazn. Ale gdy wspominam te lata, to ""dobre"", dojrzale macierzynstwo kojarzy mi sie wlasnie z drugim dzieckiem. Pozdrawiam";"29†sty†15:34";"Liczba g≥osÛw:2";"50%";"50%";"~siarenka:";"50%";"#mark"
"153";"~hd :";"Mam 40 lat i w marcu zostanÍ ojcem.";"29†sty†15:33";"Liczba g≥osÛw:14";"92%";"7%";NA;"92%";"#mark"
"154";"~S≥awek :";"Jaki cudem UrbaÒskiemu urodzi≥a siÍ 5-letnia CÛrka?";"29†sty†15:33";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"155";"~S≥awek :";"jak Pan Kalisz to swoje dziecko trzyma???!!!";"29†sty†15:32";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"156";"~aha :";"""Zbigniew UrbaÒski zosta≥ ojcem w wieku lat 40 , wtedy na úwiat przysz≥a jego 5- letnia cÛrka"".... genialne tak odrazu 5 letnia na úwiat przysz≥a";"29†sty†15:31";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"157";"~...";"Zaczynajπc od talerza, na ≥oøku i poglπdach politycznych koÒczπc...ale czy aby z pewnoúciπ koÒczπc? Nie, jednak nie...zawsze znajdzie siÍ jeszcze ""cuú"" pikantnego. I ""cuú"" na øer, na zπb i w gardziel. Nie przejmuj siÍ. Mnie juø opinia publiczna, (choÊ niewinnie) spali≥a na stosie. Gdyø moøe, lubi, nudzi siÍ, nieciekawe øycie ma? Wszystkie opcje sπ moøliwe. Metaforycznie rzecz ujmujπc, piszÍ do Ciebie z zaúwiatow a z tej perspektywy (zaufaj mi), z ca≥π penoúciπ mogÍ rzec: nie przejmuj siÍ. Jest to twoje øycie. Twoja wolnoúÊ wyboru. Twoja niepowtarzalna, auto droga.";"29†sty†15:31";"Liczba g≥osÛw:2";"100%";"0%";"~pos≥uchaj jusia:";"100%";"#mark"
"158";"~ola :";"urodzi≥am siÍ gdy moja mama mia≥a 40 lat. moi rodzice sπ wspaniali nigdy nie zamieni≥abym ich na kogoú innego. czasem w szkole pojawia≥y siÍ pytania typu "" to twÛj dziadek?"" jednak zawsze stara≥am siÍ obrÛciÊ to w øart ;) moi rodzice wyrÛøniali siÍ od rodzicÛw rÛwieúnikÛw zaczynajπc od tego, øe poúwiÍcali mi duøo czasu, a koÒczπc na tym, øe z pewnoúciπ mieli wiÍcej cierpliwoúci. øa≥ujÍ tylko, øe nie pozna≥am moich dziadkÛw oraz tego, øe nie stworzy≥am lepszych relacji z moim starszym o 20 lat bratem (bo gdy ja siÍ rodzi≥am on wyprowadza≥ siÍ z domu) pozdrawiam wszystkich rodzicÛw po 40 :)";"29†sty†15:30";"Liczba g≥osÛw:52";"92%";"7%";NA;"92%";"#mark"
"159";"~Ula :";"I bardzo dobrze. Skoro sπ zdrowe i czuja siÍ na si≥ach, to czemu nie.... Mnie mama urodzi≥a w wieku 42 lat i by≥a najwspanialsza mama na úwiecie. Mπdrπ, cierpliwπ, wyrozumia≥π.... teraz ma 83 lata i cieszy siÍ dobrym zdrowiem.... DziÍkujÍ mamo, za wszystko...";"29†sty†15:20";"Liczba g≥osÛw:19";"89%";"10%";NA;"89%";"#mark"
"160";"~natura matki";"Najpierw piszesz ""rodzi siÍ zgodnie z naturπ"" a potem øe w przedziale 20 - 40. TrochÍ sobie przeczysz. Bo w ciπøÍ zajúÊ i urodziÊ dziecko sπ w stanie zarÛwno nastolatki, jak i 40-kilkulatki. WiÍc albo zgodnie z naturπ, albo zgodnie z zaleceniami lekarzy, lub (co znacznie gorsze) zgodnie z tzw. ""opiniπ publicznπ"" nazwanπ przez piszπcego poniøej wmzt 1119 ""logikπ"" (na ktÛrπ nota bene nikt przy zdrowych zmys≥ach uwagi nie zwraca). PS. do wmzt 1119: Ile masz lat? Nie wiem jakiej jesteú p≥ci, ale zak≥adam, øe jeúli jesteú powyøej 30-ki juø siÍ wysterylizowa≥a/eú? Tylko co na to... matka natura, ktÛra przecieø kaza≥aby Ci jeszcze rodziÊ/ p≥odziÊ? Posz≥a pogadaÊ z Twojπ... logikπ? ;-)";"29†sty†15:13";"Liczba g≥osÛw:4";"100%";"0%";"~matka natura:";"100%";"#mark"
"161";"~przepraszam :";"bez obrazy, bo i teø tak bywa, ale to juø babciπ i dziadkiem bardziej zajeødøa niø rodzicem";"29†sty†15:09";"Liczba g≥osÛw:17";"35%";"64%";NA;"64%";"#mark"
"162";"~trzeúwy :";"Kalisz .... przecieø ten facet jest nieodpowiedzialny. Tak siÍ zachowuje niby doros≥a osoba.";"29†sty†15:02";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"163";"~Giga56 :";"Jestem matkπ,ktÛra urodzi≥a syna w wieku 40 lat.Moje najwiÍksze szczÍúcie ma prawie 19 lat.Uczy siÍ úwietnie / úrednia 4,85/.Uprawia sport - rzuca dyskiem.Jeødzi samochodem. Szanuje nas a my kochamy Jego.Jesteúmy dobrze sytuowani, moøemy Mu daÊ wszystko. A Ty matko 20 letnia plujπca na nas starsze co dasz swojemu synowi za 18 lat jak nie masz pracy, mieszkania praktycznie tylko zasi≥ek Co!!??";"29†sty†14:59";"Liczba g≥osÛw:20";"75%";"25%";NA;"75%";"#mark"
"164";"~Marcelina z Poznania :";"Kalisz oblech brrrr wola≥a bym jak Wanda skoczyÊ do Wis≥y niø do ≥Ûøka oblechowi";"29†sty†14:58";"Liczba g≥osÛw:7";"71%";"28%";NA;"71%";"#mark"
"165";"~ktoú";"no widzisz a ja majac 17 lat musialem latwic mojej skrobane";"29†sty†14:58";"Liczba g≥osÛw:4";"25%";"75%";"~basia:";"75%";"#mark"
"166";"~Asia :";"Nie ma regu≥y. Znam osobiúcie kilka kobiet ktÛre urodzi≥y pierwsze dziecko po czterdziestce i super sobie radzπ . Sπ pe≥ne øycia i energii. I mam w rodzinie m≥ode mamy ok.20-stki dla ktÛrych ciπøa to rewolucja i zupe≥nie nieprzygotowane do macierzyÒstwa. TAK øe nie ma co wszystkich tak samo oceniaÊ.Moim zdaniem lepiej byÊ dojrza≥a i odpowiedzialna mama niø m≥odπ i nieprzygotowana na dziecko.Macierzynstwo trzeba samemu poczuÊ a nie staraÊ siÍ dopasowaÊ do pewnych norm.";"29†sty†14:57";"Liczba g≥osÛw:52";"92%";"7%";NA;"92%";"#mark"
"167";"~kapsel :";"rysiu juø karmi malca ideologiπ marksistowska hahha rysiu jest dobry ba na skrzynecka mam ca≥y czas smaki";"29†sty†14:55";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"168";"~ankak";"Masz racjÍ rodzicem byÊ po 40 stce to udrÍka dla dziecka kto tak nie mia≥ niech siÍ nie wypowiada !!!!!";"29†sty†14:41";"Liczba g≥osÛw:16";"25%";"75%";"~Ida:";"75%";"#mark"
"169";"~nie mama :";"Dziekuje za ten artykul, mam 40 lat I czesto mysle o tym ze nie bede mama, poddalam sie jesli chodzi o ulozenie sobie zycia w tym wieku.. zapominam ze sa ludzie ktorzy doswiadczaja poznego macierzynstwa czy zalozenia rodziny... to bardzo budujace ze sa takie osoby";"29†sty†14:38";"Liczba g≥osÛw:24";"95%";"4%";NA;"95%";"#mark"
"170";"~masz coú przeciwko babciom?";"to jakiú wstyd zostawaÊ matkπ w pÛüniejszym wieku? bo mam wraøenie, øe to dla ciebie wstyd mieÊ wiÍcej lat. co na to twoja matka i babcia? wyrazy wspÛ≥czucia bo tego nie da siÍ uniknπÊ. zdziwisz siÍ, bo mÛwiÍ to jako kobieta, ktÛra zosta≥a matkπ doúÊ wczeúnie. nastÍpna sprawa - dlaczego uwaøasz, øe one coú udajπ? bo siÍ dobrze czujπ ze sobπ i swoim pÛüniejszym macierzyÒstwem? co zrobisz jak ci siÍ trafi ciπøa po czterdziestce? usuniesz?";"29†sty†14:38";"Liczba g≥osÛw:7";"71%";"28%";"~MAMA:";"71%";"#mark"
"171";"~MANIEK :";"A POTEM DZIECI SIE WSTYDZ•, JAK RODZICE ID• NA WYWIAD”WK .";"29†sty†14:37";"Liczba g≥osÛw:20";"15%";"85%";NA;"85%";"#mark"
"172";"~stuku puku";"Dziadkami ,to powinno siÍ zostawaÊ po piÍÊdziesiπtce! Ktoú kto zostaje dziadkiem po czterdziestce nie daje teø wyboru swojemu dziecku ,ktÛre takøe powinno zostaÊ dziadkiem/ babciπ po 40 etc. etc. zachowujπc oczywiúcie TwÛj przedstawiony schemat i tok myúlenia , ktÛry mÛwiπc oglÍdnie jest do du...!!!";"29†sty†14:34";"Liczba g≥osÛw:4";"75%";"25%";"~ewa:";"75%";"#mark"
"173";"~?";"Myúlisz øe jak siÍ rodzi majπc 20 to nie jest egoizm? A czym ten ""brak egoizmu"" u m≥odych rodzicÛw siÍ objawia?";"29†sty†14:34";"Liczba g≥osÛw:2";"100%";"0%";"~ola:";"100%";"#mark"
"174";"~øadnej rÛønicy";"Ten sam kto WYchowuje dzieci tych ktÛrzy rodzπ jak majπ 20: babcia, op≥acona (przez babciÍ ;-) ) opiekunka. Ewentualnie... prababcia ;-) Te sπ dla odmiany nie rozpieszczone i nie bachory :-p  (chowaÊ to moøna kapcie w szafie, úwinie w chlewiku albo siebie, jak siÍ bawi w chowanego ;-))";"29†sty†14:30";"Liczba g≥osÛw:3";"66%";"33%";"~ojciec:";"66%";"#mark"
"175";"~d≥ugo chorowa≥am :";"i nie mog≥am zostaÊ matkπ. niedawno urodzi≥am, a jestem po czterdziestce. nie zawsze øycie uk≥ada siÍ nam tak jak byúmy chcieli. niektÛrzy z rÛønych przyczyn zaczynajπ pÛüniej niø inni tylko dlaczego z tego powodu majπ wys≥uchiwaÊ? macie mi to za z≥e?";"29†sty†14:30";"Liczba g≥osÛw:18";"94%";"5%";NA;"94%";"#mark"
"176";"~mk :";"dziecko zapamiÍta rodzica jako starego tak by≥o w moim przypadku";"29†sty†14:29";"Liczba g≥osÛw:19";"26%";"73%";NA;"73%";"#mark"
"177";"~alicja";"TwÛj komentarz dos≥ownie mnie powali≥...W czym siÍ üle wyrazi≥a ta Pani? Pisze ogÛlnie, bo taka jest prawda. Pewnie ciÍ dotknÍ≥o, bo sama w ciπøy pi≥aú i byÊ moøe w takim stanie urodzi≥aú? Nie? To czemu atakujesz, skoro to ciebie nie dotyczy? Tak? To czemu atakujesz, skoro to prawda?";"29†sty†14:28";"Liczba g≥osÛw:10";"90%";"10%";"~kurczburcz:";"90%";"#mark"
"178";"~wspomnienia";"Ile znasz dzieci (ma≥ych, tych ktÛre biegajπ po placu zabaw) ktÛre wiedzπ dok≥adnie ile ich mama ma lat? Albo ile lat majπ matki pozosta≥ych dzieci z przedszkola? Ja z dzieciÒstwa pamiÍtam, øe dla nas KAØDY kto mia≥ wiÍcej niø 20 by≥... stary. I rodzice po prostu byli starzy, nawet jak byli m≥odzi :-) A generalnie to w tym czasie nikt siÍ wiekiem matek, ojcÛw i reszty doros≥ych nie zajmowa≥, bo by≥y ciekawsze rzeczy do roboty ;-) To doroúli tak siÍ nakrÍcajπ wiekiem, nie dzieci. Co widaÊ na tym forum.";"29†sty†14:25";"Liczba g≥osÛw:50";"92%";"8%";"~MAMA:";"92%";"#mark"
"179";"~LOO :";"p. Kalisz powital dziecko a nastepnie wymeldowal, nie kontaktuje sie z nim bo oczekuje na drugie z nowa partnerka. Nie chwalcie dnia przed zachodem slonca. Wiecej czytac.";"29†sty†14:25";"Liczba g≥osÛw:7";"85%";"14%";NA;"85%";"#mark"
"180";"~Kama :";"Jakos dziwnie.Te dzieci beda wkraczac w doroslosc majac 20lat,a ich mamy po szescdziesiace?????Poza tym pisza,ze zdrowe dzieci.Jak widac zadne kaleki albo niedorozwiniete.Jednak natura robi swoje.Ze starych drzew nie ma dorodnych i calkiem zdrowych owocow.Uwazam takie podejscie za bardzo egoistyczne.";"29†sty†14:24";"Liczba g≥osÛw:18";"11%";"88%";NA;"88%";"#mark"
"181";"~pos≥uchaj jusia";"wiÍkszoúÊ ludzi, naprawdÍ wiÍkszoúÊ ma dzieci znacznie wczeúniej. nie kaødemu siÍ tak w øyciu uk≥ada z bardzo rÛønych powodÛw, ale dlaczego ubliøaÊ, dyskryminowaÊ i atakowaÊ kogoú kto zaczπ≥ w wieku kiedy wiÍkszoúÊ ma dzieci w nastoletnim wieku? uwaøam, øe nikt nie ma do takiego zachowania prawa tak naprawdÍ. naleøa≥o by siÍ zastanowiÊ skπd ta agresja. ja na przyk≥ad co jakiú czas s≥yszÍ jakieú z≥oúliwoúci pod adresem mojego wegetarianizmu. uwaøam, øe nasze spo≥eczeÒstwo jest generalnie ograniczone i nietolerancyjne i to nawet w tak zwyk≥ych sprawach jak czyjaú dieta.";"29†sty†14:23";"Liczba g≥osÛw:22";"81%";"18%";"~jusia:";"81%";"#mark"
"182";"~dumika";"ida, ty k≥amczuszku...";"29†sty†14:20";"Liczba g≥osÛw:8";"100%";"0%";"~Ida:";"100%";"#mark"
"183";"~rita";"Uwaøam koleøanko ,øe jest to TwÛj psi obowiπzek!!! I pamiÍtaj kolezanki nidy nie zastπpiπ Ci rodzicÛw ,bo oni poprostu sπ , a koleøanki raz sπ , raz nie ma?!";"29†sty†14:18";"Liczba g≥osÛw:14";"85%";"14%";"~Ida:";"85%";"#mark"
"184";"~Krystyna z gazowni :";"Ja tam urodzi≥am dziecko majπc 29 lat , do tego czasu w miarÍ siÍ wyszala≥am, teraz mam 46 , moja cÛrka 17 tak wiÍc dalej mogÍ szaleÊ !";"29†sty†14:15";"Liczba g≥osÛw:9";"55%";"44%";NA;"55%";"#mark"
"185";"~wiedzia≥am, øe ten artyku≥ :";"bÍdzie wodπ na m≥yn dla nienawidzπcych tzw. pÛünego rodzicielstwa. typowa polska mentalnoúÊ.";"29†sty†14:14";"Liczba g≥osÛw:12";"91%";"8%";NA;"91%";"#mark"
"186";"~aggi";"A Ty myúlisz, ze to czeka tylko dzieci urodzone przez matki po 40-ce? W jakim úwiecie øyjesz? Moja mam urodzi≥a mnie majπc 24 lata, gdy mia≥a 49 zachorowa≥a na nowotwÛr, nigdy nie wrÛci≥a do pracy, skutki choroby sa odczuwalne ca≥y czas, jest na rencie, nie moøe mieszkaÊ sama. I co z tego, ze w m≥odym wieku zosta≥a matkπ? Znam jeszcze kilka podobnych przypadkÛw. W dzisiejszych czasach, przy tak zastraszajπcej liczbie chorÛb, zw≥aszcza nowotworowych, m≥ody wiek niczego nie gwarantuje, a czasami, paradoksalnie, pogarsza rokowania w niektÛrych chorobach.";"29†sty†14:09";"Liczba g≥osÛw:11";"72%";"27%";"~to egoizm rodzicÛw:";"72%";"#mark"
"187";"~cc2cc :";"Jeøeli ktokolwiek z tu obecnych podwaøy moje s≥owa, øe Aldona Orman jest najpiekniejsza dziewczynπ w tej czeúci Europy, to niech na ubitej ziemii stanie i gotÛw bÍdzie g≥owπ za swoje s≥owa zap≥aciÊ.";"29†sty†14:09";"Liczba g≥osÛw:4";"50%";"50%";NA;"50%";"#mark"
"188";"~ida";"A Ty uwaøasz ,øe Ona Tobie to ""zrobi≥a"" , to øe CiÍ urodzi≥a i w miarÍ swoich moøliwoúci wychowa≥a?! Nie≥adnie oceniasz swojπ matkÍ tu na forum !!! TrochÍ empatii i szacunku !";"29†sty†14:09";"Liczba g≥osÛw:8";"87%";"12%";"~MAJA:";"87%";"#mark"
"189";"~Joanna :";"Moja mama urodzi≥a mojego brata po 40-stce i nie poleca - ciπøa i wychowanie ma≥ego cz≥owieka w tym wieku jest dla niej kilkukrotnie trudniejsze niø w wieku lat dwudziestu paru (a ma porÛwnanie). Ja sama nie cieszÍ siÍ dobrym zdrowiem, choÊ mam dwadzieúcia kilka lat, w rodzinie zdarzajπ siÍ teø choroby nowotworowe. Jeúli nie znajdÍ odpowiedniego partnera do 34 roku øycia, to nie zostanÍ juø biologicznπ matkπ. Jednak uwaøam, øe nie naleøy potÍpiaÊ tych, ktÛrzy majπc 40 lat chcπ mieÊ dzieci bo mogπ, staÊ ich, dobrze siÍ czujπ, jeszcze nie majπ, bo tak im siÍ u≥oøy≥o øycie, nie obawiajπ duøego ryzyka nowotworu itd. W koÒcu kaødy jest inny i nie naleøy wrzucaÊ wszystkich do jednego worka.";"29†sty†14:06";"Liczba g≥osÛw:12";"41%";"58%";NA;"58%";"#mark"
"190";"~ kritzky :";"siostra úp. K.Olewnika - prosi≥a by≥ego szefa MSWiA  R.K o pomoc - nie zrobi≥ niÊ ! ØyczÍ mu by jego syna kiedyú teø porwali i ........ czas pokaøe co bÍdzie kiedyú ? ""4y pokolenia - winy przodkÛw bÍdπ nosiÊ """;"29†sty†14:04";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"191";"~Greg :";"Stare zbuki bawiπ siÍ w robienie dzieci :-P";"29†sty†14:04";"Liczba g≥osÛw:13";"7%";"92%";NA;"92%";"#mark"
"192";"~Ida";"Ja mam 17 lat a rodzice po 60 lat starzy,schorowani ,g≥usi, úlepi, ca≥y czas muszÍ lataÊ od lekarza do lekarza, , recepty to zakupy,to szpital kaczki i nnne itd, zamiast cieszyÊ siÍ øyciem jak rÛwieúnicy. I to sπ uroki bycia rodzicem po 40.";"29†sty†14:03";"Liczba g≥osÛw:33";"21%";"78%";"~basia:";"78%";"#mark"
"193";"~ewa :";"Na wszystko jest odpowiedni czas po 40 powinno byÊ siÍ dziadkami";"29†sty†14:03";"Liczba g≥osÛw:27";"11%";"88%";NA;"88%";"#mark"
"194";"~Europejczyk :";"Rysio Kalisz do tej pory nie moøe zgubiÊ brzucha ciπøowego. Spieprzona cesarka..";"29†sty†14:03";"Liczba g≥osÛw:10";"90%";"10%";NA;"90%";"#mark"
"195";"~odkryÊ, popatrzeÊ, przykryÊ";"seks z facetem 57 lat, a co on jeszcze moøe";"29†sty†14:00";"Liczba g≥osÛw:1";"100%";"0%";"~normalny:";"100%";"#mark"
"196";"~normalny :";"Mam czworo dzieci, najm≥odszy urodzi≥ siÍ gdy mia≥em 57 lat, m≥odszy gdy mia≥em 47.... Teraz mam 62 . Jestem m≥odzieniaszek....uchu!!!!!!!";"29†sty†13:55";"Liczba g≥osÛw:10";"40%";"60%";NA;"60%";"#mark"
"197";"~tak to bÍdzie";"po 40 to stare dziady juø od 20 lat sπ po maturze, rodzenie po 40 úrednio o 10 lat wyd≥uøa funkcje rozrodcze kobiety czyli spowalnia starzenie siÍ jej organizmu, a klimakterium dosiÍga jπ po 50, dla jej organizmu to korzyúÊ choÊ dla niej samej niekoniecznie bo ciπgle jest ryzyko kolejnej ciπøy, twoje argumenty przeciw rodzeniu po 40 sπ, delikatnie mÛwiπc, bardzo prymitywne";"29†sty†13:52";"Liczba g≥osÛw:10";"80%";"20%";"~taka prawda:";"80%";"#mark"
"198";"~aha";"Tak. Zdecydowanie lepiej jak 70-latek musi siÍ zajmowaÊ 90-latkiem ;-) Wtedy 50-letnie dziecko 70-latka moøe zajπÊ siÍ 10-letnim wnukiem - cÛrkπ/ synem jego 30-letniego dziecka. Chyba øe 50-latek jeszcze pracuje. Wtedy albo trzeba najπÊ nianiÍ, albo... podrzuciÊ 10-latka jego 70-letniemu pradziadkowi. W koÒcu skoro zajmuje siÍ swoim 90-letnim ojcem (prapradziadkiem m≥odego), moøe znajdzie chwilÍ i si≥y ;-) i dla 10-letniego prawnuka :-D Znacie takie rodziny? Gorzej jednak bÍdzie, jeúli øyjπ i pradziadek (90-latek) i dziadek (70-latek) i ojciec (50-latek) i... wszyscy majπ powaøne problemy zdrowotne. Wtedy co prawda nie 18, ale 30-latek musi siÍ zaopiekowaÊ nie tylko swoimi (ciπgle jeszcze m≥odymi) rodzicami, ale teø pradziadkami i jeszcze prapradziadkami. Moøe takπ rodzinÍ znacie? Nie twierdzÍ, øe pÛüne rodzenie dzieci jest korzystne, ale zbyt ma≥e (20-letnie i mniejsze) rÛønice pomiÍdzy pokoleniami teø sπ dla mnie czymú niekorzystnym. Chociaø taki np. mπø 10 lat starszy od øony ma wtedy fajnie, bo i teúciowa wiekowo do niego pasuje ;-)";"29†sty†13:48";"Liczba g≥osÛw:11";"81%";"18%";"~echo:";"81%";"#mark"
"199";"~samodzielna";"a moi byli za m≥odzi";"29†sty†13:46";"Liczba g≥osÛw:6";"100%";"0%";"~basia:";"100%";"#mark"
"200";"~MAJA :";"JA JESTEM DZIECKIEM 43 LETNIEJ KOBIETY.MIA£AM KOCHAJACA MATK ,ALE NIESTETY KONTAKTU Z NIA NIE MIA£AM.r”WIEåNICY MIELI BABCIE W JEJ WIEKU I JA SIE TEGO WSTYDZI£AM.NIE MOG£A MI NAWET POM”C PRZY DZIECIACH,BY£A MOIM 3-CIM DZIECKIEM.BARDZO JA KOCHA£AM,ALE NIE ZROBI£ABYM TAK MOJEMU DZIECKU.CO INNEGO TE KOBIETY,KT”RE NIE MOG£Y ZAJåC W CI•Ø ,ALE CO INNEGO TE WYGODNICKIE CO CHCIA£Y SIE WYSZALE∆.";"29†sty†13:44";"Liczba g≥osÛw:17";"29%";"70%";NA;"70%";"#mark"
